kanji	count	freq	freq_cum	jouyou	jouyou_pos
艾	1	4.42289e-08	0.999996	0	0
芋	681	3.01199e-05	0.988595	7	1679
芍	8	3.53831e-07	0.99991	0	0
芒	13	5.74976e-07	0.99985	0	0
芙	516	2.28221e-05	0.991781	0	0
芝	3383	0.000149626	0.930775	7	1239
芥	177	7.82851e-06	0.997482	0	0
芦	819	3.62235e-05	0.985945	0	0
芭	370	1.63647e-05	0.994322	0	0
芯	304	1.34456e-05	0.99553	7	1878
花	27827	0.00123076	0.553941	1	40
芳	2194	9.70382e-05	0.957355	7	1345
芸	5142	0.000227425	0.889706	4	562
芹	2380	0.000105265	0.953116	0	0
芻	3	1.32687e-07	0.999967	0	0
芽	2561	0.00011327	0.949307	4	612
芾	2	8.84578e-08	0.999979	0	0
苅	53	2.34413e-06	0.999301	0	0
苑	370	1.63647e-05	0.99429	0	0
苒	1	4.42289e-08	0.999994	0	0
苓	2	8.84578e-08	0.999978	0	0
苔	107	4.73249e-06	0.998454	0	0
苗	2973	0.000131492	0.94015	7	1265
苛	61	2.69796e-06	0.999155	7	2062
苞	23	1.01726e-06	0.999731	0	0
若	16775	0.00074194	0.681177	6	835
苦	18335	0.000810937	0.662665	3	313
苧	2	8.84578e-08	0.99998	0	0
苫	69	3.05179e-06	0.999031	0	0
英	8331	0.000368471	0.826388	4	531
苳	2	8.84578e-08	0.999985	0	0
苺	14	6.19204e-07	0.99984	0	0
茂	3915	0.000173156	0.91692	7	1203
茄	78	3.44985e-06	0.998908	0	0
茅	787	3.48081e-05	0.986618	0	0
茉	1183	5.23228e-05	0.979076	0	0
茎	72	3.18448e-06	0.998991	7	2052
茗	26	1.14995e-06	0.999685	0	0
茜	2051	9.07135e-05	0.959888	0	0
茨	398	1.76031e-05	0.993849	7	1812
茫	7	3.09602e-07	0.999917	0	0
茯	2	8.84578e-08	0.999978	0	0
茲	4	1.76916e-07	0.999954	0	0
茶	9617	0.000425349	0.802762	2	200
茸	356	1.57455e-05	0.994546	0	0
茹	72	3.18448e-06	0.998987	0	0
荀	1	4.42289e-08	0.999998	0	0
草	6681	0.000295493	0.854885	1	70
荊	17	7.51891e-07	0.999799	0	0
荏	6	2.65373e-07	0.999938	0	0
荒	6032	0.000266789	0.871201	7	1121
荘	1441	6.37338e-05	0.973481	7	1460
荷	3579	0.000158295	0.925548	3	403
荻	678	2.99872e-05	0.988715	0	0
荼	26	1.14995e-06	0.999677	0	0
莉	2579	0.000114066	0.94908	0	0
莊	4	1.76916e-07	0.999963	0	0
莎	1	4.42289e-08	0.999998	0	0
莞	18	7.9612e-07	0.999792	0	0
莢	55	2.43259e-06	0.999253	0	0
莫	247	1.09245e-05	0.996452	0	0
莱	33	1.45955e-06	0.999596	0	0
莽	16	7.07662e-07	0.999815	0	0
菅	1981	8.76174e-05	0.961316	0	0
菊	3115	0.000137773	0.936513	7	1254
菌	1107	4.89614e-05	0.980843	7	1555
菓	1879	8.31061e-05	0.96378	7	1378
菖	2	8.84578e-08	0.999985	0	0
菘	1	4.42289e-08	0.999994	0	0
菜	10916	0.000482803	0.778688	4	513
菩	161	7.12085e-06	0.997711	0	0
菫	208	9.19961e-06	0.99707	0	0
華	6504	0.000287665	0.859556	7	1106
菰	75	3.31717e-06	0.998948	0	0
菱	758	3.35255e-05	0.98713	0	0
菲	6	2.65373e-07	0.999941	0	0
萄	59	2.6095e-06	0.999211	0	0
萌	2359	0.000104336	0.953744	0	0
萎	104	4.5998e-06	0.998519	7	2031
萓	2	8.84578e-08	0.999978	0	0
萠	544	2.40605e-05	0.99108	0	0
萩	1223	5.40919e-05	0.978066	0	0
萬	1126	4.98017e-05	0.980448	0	0
萱	271	1.1986e-05	0.996075	0	0
落	29204	0.00129166	0.537639	3	280
葉	21564	0.000953752	0.630529	3	307
著	357	1.57897e-05	0.994531	6	999
葛	1688	7.46584e-05	0.968167	7	1409
葡	60	2.65373e-06	0.999179	0	0
董	150	6.63433e-06	0.997841	0	0
葦	21	9.28807e-07	0.999756	0	0
葬	1855	8.20446e-05	0.964358	7	1382
葱	148	6.54588e-06	0.99788	0	0
葵	3161	0.000139808	0.935403	0	0
葺	4	1.76916e-07	0.999957	0	0
蒔	214	9.46498e-06	0.99692	0	0
蒙	25	1.10572e-06	0.999694	0	0
蒜	17	7.51891e-07	0.999801	0	0
蒟	3	1.32687e-07	0.999973	0	0
蒡	7	3.09602e-07	0.999927	0	0
蒲	1153	5.09959e-05	0.979592	0	0
蒸	804	3.556e-05	0.986231	6	986
蒻	3	1.32687e-07	0.999973	0	0
蒼	762	3.37024e-05	0.987029	0	0
蓄	327	1.44628e-05	0.99504	7	1856
蓉	151	6.67856e-06	0.997821	0	0
蓋	561	2.48124e-05	0.990737	7	1729
蓑	102	4.51135e-06	0.998555	0	0
蓚	1	4.42289e-08	1.0	0	0
蓬	54	2.38836e-06	0.999275	0	0
蓮	3187	0.000140957	0.934983	0	0
蓼	31	1.3711e-06	0.999617	0	0
蔀	1	4.42289e-08	0.999994	0	0
蔑	322	1.42417e-05	0.995198	7	1864
蔓	37	1.63647e-06	0.999524	0	0
蔡	5	2.21144e-07	0.999949	0	0
蔦	39	1.72493e-06	0.999504	0	0
蔭	115	5.08632e-06	0.998325	0	0
蔵	8533	0.000377405	0.824164	6	862
蔽	578	2.55643e-05	0.990586	7	1725
蕁	5	2.21144e-07	0.999944	0	0
蕃	48	2.12299e-06	0.999352	0	0
蕉	64	2.83065e-06	0.999119	0	0
蕎	224	9.90727e-06	0.996765	0	0
蕗	92	4.06906e-06	0.998684	0	0
蕨	41	1.81338e-06	0.999458	0	0
蕩	23	1.01726e-06	0.99972	0	0
蕪	20	8.84578e-07	0.999758	0	0
蕾	75	3.31717e-06	0.998942	0	0
薀	2	8.84578e-08	0.999981	0	0
薄	2460	0.000108803	0.951084	7	1313
薇	160	7.07662e-06	0.997719	0	0
薔	191	8.44772e-06	0.997254	0	0
薗	115	5.08632e-06	0.99833	0	0
薙	105	4.64403e-06	0.998501	0	0
薤	1	4.42289e-08	0.999996	0	0
薦	1050	4.64403e-05	0.982035	7	1573
薨	4	1.76916e-07	0.999958	0	0
薩	1985	8.77943e-05	0.961141	0	0
薪	93	4.11329e-06	0.998672	7	2038
薫	4553	0.000201374	0.902995	7	1173
薬	7920	0.000350293	0.8343	3	364
薮	83	3.671e-06	0.998805	0	0
薯	14	6.19204e-07	0.999841	0	0
薰	1	4.42289e-08	0.999998	0	0
藁	73	3.22871e-06	0.998978	0	0
藉	59	2.6095e-06	0.999203	0	0
藍	2371	0.000104867	0.953431	7	1324
藏	15	6.63433e-07	0.999833	0	0
藝	18	7.9612e-07	0.999785	0	0
藤	42466	0.00187822	0.440425	7	1014
藩	2676	0.000118357	0.946764	7	1293
藪	373	1.64974e-05	0.994257	0	0
藹	1	4.42289e-08	0.999989	0	0
藻	579	2.56085e-05	0.990561	7	1724
蘆	13	5.74976e-07	0.99985	0	0
蘇	553	2.44586e-05	0.99091	0	0
蘊	5	2.21144e-07	0.999948	0	0
蘭	2452	0.000108449	0.95141	0	0
虎	1798	7.95235e-05	0.965166	7	1388
虐	868	3.83907e-05	0.985126	7	1623
虔	7	3.09602e-07	0.999919	0	0
處	3	1.32687e-07	0.999971	0	0
虚	605	2.67585e-05	0.989959	7	1709
虜	141	6.23627e-06	0.997969	7	2001
虞	2	8.84578e-08	0.999984	7	2130
號	155	6.85548e-06	0.997753	0	0
虫	2767	0.000122381	0.944853	1	79
虱	3	1.32687e-07	0.999965	0	0
虹	1300	5.74976e-05	0.976676	7	1495
虻	6	2.65373e-07	0.999937	0	0
蚊	212	9.37652e-06	0.996986	7	1948
蚕	41	1.81338e-06	0.999456	6	1006
蚤	5	2.21144e-07	0.999949	0	0
蚩	2	8.84578e-08	0.999983	0	0
蛆	1	4.42289e-08	0.999992	0	0
蛇	681	3.01199e-05	0.988655	7	1681
蛉	2	8.84578e-08	0.999987	0	0
蛋	5	2.21144e-07	0.99995	0	0
蛍	540	2.38836e-05	0.991151	7	1734
蛙	67	2.96334e-06	0.999064	0	0
蛛	37	1.63647e-06	0.999537	0	0
蛞	2	8.84578e-08	0.999977	0	0
蛤	64	2.83065e-06	0.999116	0	0
蛭	1041	4.60423e-05	0.982266	0	0
蛮	252	1.11457e-05	0.996386	7	1921
蛯	101	4.46712e-06	0.998569	0	0
蛸	22	9.73036e-07	0.99974	0	0
蛾	22	9.73036e-07	0.999737	0	0
蜀	3	1.32687e-07	0.999967	0	0
蜂	1304	5.76745e-05	0.976503	7	1492
蜃	15	6.63433e-07	0.999818	0	0
蜆	9	3.9806e-07	0.999905	0	0
蜊	6	2.65373e-07	0.999942	0	0
蜘	37	1.63647e-06	0.999535	0	0
蜜	331	1.46398e-05	0.994909	7	1851
蜥	4	1.76916e-07	0.999956	0	0
蜩	1	4.42289e-08	0.999992	0	0
蜴	4	1.76916e-07	0.999956	0	0
蜷	98	4.33443e-06	0.998617	0	0
蜻	2	8.84578e-08	0.999986	0	0
蜾	1	4.42289e-08	0.999996	0	0
蝉	91	4.02483e-06	0.998717	0	0
蝋	41	1.81338e-06	0.999438	0	0
蝎	2	8.84578e-08	0.99998	0	0
蝓	2	8.84578e-08	0.999977	0	0
蝕	12	5.30747e-07	0.999857	0	0
蝙	2	8.84578e-08	0.999981	0	0
蝠	2	8.84578e-08	0.999981	0	0
蝦	142	6.2805e-06	0.997957	0	0
蝨	3	1.32687e-07	0.999969	0	0
蝮	9	3.9806e-07	0.999897	0	0
蝶	1581	6.99259e-05	0.970416	0	0
蝸	1	4.42289e-08	0.999995	0	0
蝿	3	1.32687e-07	0.99997	0	0
螂	1	4.42289e-08	0.999989	0	0
融	2780	0.000122956	0.944485	7	1281
螢	43	1.90184e-06	0.999416	0	0
螺	78	3.44985e-06	0.998915	0	0
蟄	72	3.18448e-06	0.99901	0	0
蟜	2	8.84578e-08	0.999981	0	0
蟠	2	8.84578e-08	0.999987	0	0
蟷	1	4.42289e-08	0.999989	0	0
蟹	650	2.87488e-05	0.989128	0	0
蟻	72	3.18448e-06	0.999007	0	0
蠃	1	4.42289e-08	0.999996	0	0
蠅	6	2.65373e-07	0.999935	0	0
蠍	2	8.84578e-08	0.999986	0	0
蠕	6	2.65373e-07	0.999932	0	0
蠢	2	8.84578e-08	0.999977	0	0
蠣	41	1.81338e-06	0.999447	0	0
蠱	1	4.42289e-08	0.999997	0	0
血	14821	0.000655516	0.708261	3	328
衆	1776	7.85505e-05	0.965797	6	966
行	159033	0.00703385	0.16524	2	87
衒	15	6.63433e-07	0.999829	0	0
術	13288	0.000587713	0.732928	5	675
街	4170	0.000184434	0.912274	4	583
衛	10358	0.000458123	0.789989	5	691
衝	1266	5.59938e-05	0.977242	7	1502
衞	2	8.84578e-08	0.999977	0	0
衡	86	3.80368e-06	0.998779	7	2043
衣	9786	0.000432824	0.801481	4	523
表	11907	0.000526633	0.758518	3	344
衰	288	1.27379e-05	0.99579	7	1892
衷	31	1.3711e-06	0.999613	7	2094
衿	29	1.28264e-06	0.999648	0	0
袁	14	6.19204e-07	0.999839	0	0
袂	9	3.9806e-07	0.999899	0	0
袈	38	1.6807e-06	0.999512	0	0
袋	3325	0.000147061	0.931811	7	1241
袒	1	4.42289e-08	0.999994	0	0
袖	745	3.29505e-05	0.987396	7	1657
袢	28	1.23841e-06	0.999658	0	0
被	14352	0.000634773	0.712134	7	1046
袱	12	5.30747e-07	0.999863	0	0
袴	695	3.07391e-05	0.988412	0	0
袷	2	8.84578e-08	0.999982	0	0
袿	3	1.32687e-07	0.999975	0	0
裁	6806	0.000301022	0.852506	6	875
裂	1446	6.3955e-05	0.97329	7	1457
裃	25	1.10572e-06	0.999698	0	0
裄	2	8.84578e-08	0.999978	0	0
装	4547	0.000201109	0.903398	6	905
裏	10998	0.000486429	0.775782	6	848
裔	49	2.16722e-06	0.999335	0	0
裕	4733	0.000209335	0.900129	7	1169
補	4016	0.000177623	0.914815	6	914
裟	39	1.72493e-06	0.999502	0	0
裡	7	3.09602e-07	0.999925	0	0
裳	13	5.74976e-07	0.999851	0	0
裸	891	3.94079e-05	0.984622	7	1613
製	4258	0.000188327	0.91022	5	756
裾	210	9.28807e-06	0.997051	7	1952
褄	56	2.47682e-06	0.999243	0	0
複	1298	5.74091e-05	0.976733	5	811
褌	11	4.86518e-07	0.999874	0	0
褐	40	1.76916e-06	0.999464	7	2082
褒	2720	0.000120303	0.945215	7	1284
褓	4	1.76916e-07	0.999961	0	0
褥	8	3.53831e-07	0.999912	0	0
褪	11	4.86518e-07	0.999876	0	0
褸	1	4.42289e-08	0.999998	0	0
褻	7	3.09602e-07	0.999917	0	0
襁	4	1.76916e-07	0.999961	0	0
襄	231	1.02169e-05	0.996705	0	0
襖	89	3.93637e-06	0.998736	0	0
襟	163	7.20931e-06	0.997675	7	1986
襤	1	4.42289e-08	0.999998	0	0
襦	16	7.07662e-07	0.999811	0	0
襲	3956	0.000174969	0.916225	7	1201
襷	5	2.21144e-07	0.999951	0	0
西	18667	0.000825621	0.659413	2	157
要	23980	0.00106061	0.6025	4	466
覆	706	3.12256e-05	0.988071	7	1669
覇	527	2.33086e-05	0.991482	7	1743
見	171491	0.00758486	0.136007	1	6
規	2700	0.000119418	0.945694	5	776
覓	4	1.76916e-07	0.999963	0	0
視	10993	0.000486208	0.776268	6	849
覗	213	9.42075e-06	0.996948	0	0
覚	22804	0.0010086	0.615841	4	469
覧	2856	0.000126318	0.942863	6	941
親	47469	0.0020995	0.410624	2	115
観	5111	0.000226054	0.890385	4	563
覺	1	4.42289e-08	0.999992	0	0
覿	1	4.42289e-08	0.99999	0	0
角	4506	0.000199295	0.904397	2	228
解	25817	0.00114186	0.572916	5	647
触	6437	0.000284701	0.861276	7	1108
言	222341	0.0098339	0.0758038	2	82
訂	228	1.00842e-05	0.996715	7	1934
訃	26	1.14995e-06	0.999689	7	2100
計	15254	0.000674667	0.700958	2	168
訊	311	1.37552e-05	0.995422	0	0
討	2996	0.00013251	0.939491	6	937
訓	1554	6.87317e-05	0.971041	4	627
託	1211	5.35612e-05	0.978389	7	1515
記	18336	0.000810981	0.661854	2	159
訛	10	4.42289e-07	0.999882	0	0
訝	1	4.42289e-08	0.999989	0	0
訟	860	3.80368e-05	0.985241	7	1624
訣	79	3.49408e-06	0.99887	0	0
訥	1	4.42289e-08	0.999989	0	0
訪	3386	0.000149759	0.930326	6	929
設	7052	0.000311902	0.846403	5	718
許	16170	0.000715181	0.689185	5	663
訳	23472	0.00103814	0.605634	6	829
訴	5853	0.000258872	0.875659	7	1128
訶	19	8.40349e-07	0.999771	0	0
診	5834	0.000258031	0.875917	7	1129
証	21715	0.00096043	0.629575	5	655
詁	1	4.42289e-08	0.999991	0	0
詈	11	4.86518e-07	0.999867	0	0
詐	3038	0.000134367	0.938556	7	1262
詔	53	2.34413e-06	0.999299	7	2075
評	3397	0.000150246	0.930026	5	765
詛	22	9.73036e-07	0.999741	0	0
詞	601	2.65816e-05	0.990013	6	994
詠	262	1.1588e-05	0.996193	7	1911
詢	18	7.9612e-07	0.999789	0	0
詣	142	6.2805e-06	0.99795	7	1999
試	9075	0.000401377	0.815541	4	529
詩	2033	8.99173e-05	0.960339	3	425
詫	709	3.13583e-05	0.988008	0	0
詭	62	2.74219e-06	0.999144	0	0
詮	738	3.26409e-05	0.987559	7	1661
詰	5025	0.00022225	0.891728	7	1152
話	112231	0.00496385	0.214691	2	90
該	301	1.33129e-05	0.995557	7	1879
詳	4473	0.000197836	0.905787	7	1178
誂	7	3.09602e-07	0.999921	0	0
誅	111	4.90941e-06	0.998415	0	0
誇	1777	7.85947e-05	0.96564	7	1393
誉	1021	4.51577e-05	0.982721	7	1582
誌	3577	0.000158207	0.925865	6	925
認	17063	0.000754678	0.676686	6	834
誑	1	4.42289e-08	0.999999	0	0
誓	1517	6.70952e-05	0.971853	7	1444
誕	4241	0.000187575	0.910972	6	912
誘	7706	0.000340828	0.836363	7	1094
語	11983	0.000529995	0.756935	2	188
誠	5128	0.000226806	0.890159	6	898
誣	2	8.84578e-08	0.999979	0	0
誤	3960	0.000175146	0.91605	6	915
誦	1	4.42289e-08	0.999995	0	0
誨	23	1.01726e-06	0.999721	0	0
説	12986	0.000574356	0.738143	4	500
読	11771	0.000520618	0.761662	2	190
誰	54286	0.00240101	0.370545	7	1010
課	14902	0.000659099	0.70629	4	488
誹	54	2.38836e-06	0.999273	0	0
誼	3	1.32687e-07	0.999972	0	0
誾	1	4.42289e-08	0.99999	0	0
調	28379	0.00125517	0.544	3	282
諄	1	4.42289e-08	0.999993	0	0
談	15032	0.000664849	0.704967	3	325
請	3930	0.00017382	0.916573	7	1202
諌	1	4.42289e-08	0.999994	0	0
諍	22	9.73036e-07	0.999739	0	0
諏	207	9.15538e-06	0.997079	0	0
諒	643	2.84392e-05	0.989271	0	0
論	5566	0.000246178	0.882212	6	891
諚	5	2.21144e-07	0.999951	0	0
諜	69	3.05179e-06	0.999028	0	0
諤	5	2.21144e-07	0.999944	0	0
諦	6063	0.00026816	0.8704	7	1119
諧	24	1.06149e-06	0.999714	7	2102
諫	60	2.65373e-06	0.999174	0	0
諭	254	1.12341e-05	0.996353	7	1919
諮	30	1.32687e-06	0.999619	7	2095
諱	2	8.84578e-08	0.999987	0	0
諸	1867	8.25753e-05	0.964112	6	960
諾	324	1.43302e-05	0.995084	7	1858
謀	1345	5.94879e-05	0.975395	7	1480
謁	54	2.38836e-06	0.99927	7	2071
謂	9	3.9806e-07	0.999893	0	0
謄	99	4.37866e-06	0.998608	7	2036
謎	2046	9.04923e-05	0.960069	7	1359
謐	4	1.76916e-07	0.999958	0	0
謖	3	1.32687e-07	0.999974	0	0
謗	59	2.6095e-06	0.999195	0	0
謙	677	2.9943e-05	0.988775	7	1683
講	1948	8.61579e-05	0.961923	5	799
謝	12451	0.000550694	0.749926	5	677
謡	135	5.9709e-06	0.998036	7	2004
謨	4	1.76916e-07	0.99996	0	0
謳	59	2.6095e-06	0.9992	0	0
謹	793	3.50735e-05	0.986478	7	1644
證	1	4.42289e-08	1.0	0	0
識	7766	0.000343482	0.835681	5	714
譚	13	5.74976e-07	0.999853	0	0
譜	436	1.92838e-05	0.993279	7	1793
警	38437	0.00170003	0.472289	6	827
譬	2	8.84578e-08	0.999985	0	0
議	11700	0.000517478	0.764776	4	505
譲	2265	0.000100178	0.955481	7	1337
譴	1	4.42289e-08	0.999991	0	0
護	17796	0.000787097	0.667461	5	660
讃	130	5.74976e-06	0.998124	0	0
讐	2247	9.93823e-05	0.955979	0	0
讒	5	2.21144e-07	0.999952	0	0
谷	18473	0.00081704	0.66023	2	158
豆	2830	0.000125168	0.943616	3	413
豈	2	8.84578e-08	0.999983	0	0
豊	3419	0.000151219	0.929423	5	764
豚	1272	5.62591e-05	0.97713	7	1500
象	3258	0.000144098	0.933701	4	600
豪	1449	6.40877e-05	0.973226	7	1456
豹	135	5.9709e-06	0.998042	0	0
貂	38	1.6807e-06	0.999514	0	0
貉	7	3.09602e-07	0.99993	0	0
貌	215	9.50921e-06	0.996891	7	1943
貝	1699	7.51449e-05	0.967942	1	80
貞	1728	7.64275e-05	0.966882	7	1400
負	16452	0.000727654	0.685572	3	320
財	6488	0.000286957	0.860705	5	732
貢	907	4.01156e-05	0.984424	7	1611
貧	2592	0.000114641	0.948737	5	780
貨	614	2.71565e-05	0.989852	4	637
販	1525	6.74491e-05	0.971652	7	1441
貪	67	2.96334e-06	0.999059	7	2059
貫	2590	0.000114553	0.948852	7	1303
責	10015	0.000442952	0.793597	5	692
貯	984	4.35212e-05	0.983386	4	634
貰	404	1.78685e-05	0.993761	0	0
貴	10306	0.000455823	0.790902	6	854
貶	31	1.3711e-06	0.999611	0	0
買	19398	0.000857952	0.647665	2	154
貸	6648	0.000294034	0.856357	5	729
費	5180	0.000229106	0.888564	4	560
貼	1007	4.45385e-05	0.98299	7	1586
貿	328	1.45071e-05	0.995026	5	822
賀	5864	0.000259358	0.8754	5	742
賂	273	1.20745e-05	0.996027	7	1904
賃	1398	6.1832e-05	0.974421	6	972
賄	838	3.70638e-05	0.98569	7	1629
資	11229	0.000496646	0.771855	5	684
賈	1	4.42289e-08	0.999992	0	0
賊	1113	4.92268e-05	0.980745	7	1554
賎	1	4.42289e-08	0.999999	0	0
賑	80	3.53831e-06	0.998855	0	0
賓	119	5.26324e-06	0.998273	7	2013
賛	1489	6.58568e-05	0.972319	5	806
賜	261	1.15437e-05	0.996239	7	1914
賞	2894	0.000127998	0.942101	4	609
賠	574	2.53874e-05	0.990612	7	1726
賢	2529	0.000111855	0.949981	7	1305
賣	2	8.84578e-08	0.999988	0	0
賤	28	1.23841e-06	0.999659	0	0
賦	34	1.50378e-06	0.99956	7	2089
質	8074	0.000357104	0.831473	5	712
賭	1442	6.37781e-05	0.973418	7	1459
購	879	3.88772e-05	0.984778	7	1615
賽	67	2.96334e-06	0.999056	0	0
贄	55	2.43259e-06	0.999258	0	0
贅	460	2.03453e-05	0.992903	0	0
贈	1440	6.36896e-05	0.973545	7	1461
贋	269	1.18976e-05	0.996123	0	0
贔	61	2.69796e-06	0.999163	0	0
贖	79	3.49408e-06	0.998887	0	0
赤	14528	0.000642557	0.711499	1	51
赦	524	2.31759e-05	0.991552	7	1745
走	8591	0.00037997	0.823787	2	207
赳	2	8.84578e-08	0.999988	0	0
赴	506	2.23798e-05	0.991984	7	1756
起	20802	0.000920049	0.63615	3	308
超	6752	0.000298633	0.853402	7	1101
越	10121	0.000447641	0.792706	7	1069
趙	18	7.9612e-07	0.999793	0	0
趣	2496	0.000110395	0.950537	7	1308
趨	6	2.65373e-07	0.999932	0	0
足	22054	0.000975424	0.62573	1	44
趾	7	3.09602e-07	0.99992	0	0
跋	10	4.42289e-07	0.999883	0	0
跛	2	8.84578e-08	0.999983	0	0
距	1550	6.85548e-05	0.971109	7	1435
跡	6114	0.000270415	0.869323	7	1117
跨	13	5.74976e-07	0.999848	0	0
跪	4	1.76916e-07	0.999954	0	0
路	6270	0.000277315	0.865774	3	378
跳	878	3.8833e-05	0.984856	7	1617
践	145	6.41319e-06	0.997899	7	1995
踊	2483	0.00010982	0.950866	7	1311
踏	3858	0.000170635	0.918983	7	1208
踪	1178	5.21016e-05	0.979233	7	1529
踵	16	7.07662e-07	0.999814	0	0
蹂	13	5.74976e-07	0.999847	0	0
蹄	43	1.90184e-06	0.999414	0	0
蹊	1	4.42289e-08	0.999995	0	0
蹕	1	4.42289e-08	0.999993	0	0
蹟	30	1.32687e-06	0.999629	0	0
蹠	1	4.42289e-08	0.999991	0	0
蹴	1204	5.32516e-05	0.978602	7	1519
躁	6	2.65373e-07	0.999933	0	0
躅	25	1.10572e-06	0.999703	0	0
躇	99	4.37866e-06	0.9986	0	0
躊	99	4.37866e-06	0.998595	0	0
躍	1488	6.58126e-05	0.972385	7	1450
躑	25	1.10572e-06	0.999702	0	0
躓	3	1.32687e-07	0.999972	0	0
躙	13	5.74976e-07	0.999847	0	0
身	23855	0.00105508	0.603556	3	300
躯	7	3.09602e-07	0.999919	0	0
躰	30	1.32687e-06	0.999626	0	0
躾	41	1.81338e-06	0.999453	0	0
車	18168	0.00080355	0.664277	1	47
軋	12	5.30747e-07	0.999858	0	0
軌	294	1.30033e-05	0.995662	7	1884
軍	6004	0.00026555	0.872265	4	548
軒	1572	6.95278e-05	0.970625	7	1432
軟	502	2.22029e-05	0.992051	7	1759
転	13000	0.000574976	0.737568	3	337
軫	1	4.42289e-08	0.999992	0	0
軸	254	1.12341e-05	0.996341	7	1918
軽	4281	0.000189344	0.909277	3	391
軾	1	4.42289e-08	0.999999	0	0
較	290	1.28264e-05	0.995726	7	1887
載	3033	0.000134146	0.938959	7	1263
輔	2780	0.000122956	0.944608	0	0
輝	3999	0.000176871	0.915523	7	1199
輦	2	8.84578e-08	0.999989	0	0
輩	11005	0.000486739	0.775296	7	1061
輪	4846	0.000214333	0.896308	4	568
輸	1664	7.35969e-05	0.968983	5	804
輿	317	1.40206e-05	0.995311	0	0
轄	1435	6.34685e-05	0.973609	7	1462
轉	1	4.42289e-08	0.999998	0	0
轍	33	1.45955e-06	0.999587	0	0
轟	458	2.02568e-05	0.992923	0	0
轡	7	3.09602e-07	0.999929	0	0
轢	22	9.73036e-07	0.999735	0	0
辛	2313	0.000102301	0.954673	7	1331
辜	18	7.9612e-07	0.999783	0	0
辞	11880	0.000525439	0.759569	4	503
辟	15	6.63433e-07	0.99982	0	0
辣	53	2.34413e-06	0.999289	7	2073
辯	6	2.65373e-07	0.999938	0	0
辰	2020	8.93424e-05	0.960786	0	0
辱	517	2.28663e-05	0.991736	7	1750
農	1454	6.43088e-05	0.973033	3	435
辺	9949	0.000440033	0.79713	4	520
辻	1419	6.27608e-05	0.973924	0	0
込	31319	0.0013852	0.52824	7	1019
辿	63	2.78642e-06	0.999128	0	0
迂	79	3.49408e-06	0.99888	0	0
迄	2	8.84578e-08	0.999979	0	0
迅	211	9.3323e-06	0.997014	7	1951
迎	5721	0.000253033	0.879231	7	1133
近	30626	0.00135455	0.533712	2	134
返	23125	0.00102279	0.609759	3	302
迦	81	3.58254e-06	0.998834	0	0
迪	66	2.91911e-06	0.999085	0	0
迫	4356	0.000192661	0.908513	7	1184
迭	72	3.18448e-06	0.999	7	2054
述	1214	5.36939e-05	0.978335	5	814
迷	10919	0.000482935	0.778205	5	687
迹	2	8.84578e-08	0.999988	0	0
追	14277	0.000631456	0.715931	3	331
退	8698	0.000384703	0.823026	5	706
送	15924	0.000704301	0.69131	3	322
逃	20650	0.000913327	0.637064	7	1030
逅	3	1.32687e-07	0.999969	0	0
逆	6980	0.000308718	0.847951	5	719
逍	2	8.84578e-08	0.999983	0	0
透	1387	6.13455e-05	0.974791	7	1474
逐	128	5.6613e-06	0.998164	7	2009
逓	19	8.40349e-07	0.999773	7	2110
途	4943	0.000218623	0.893496	7	1157
逗	59	2.6095e-06	0.999192	0	0
這	115	5.08632e-06	0.998335	0	0
通	36854	0.00163001	0.483862	2	127
逝	351	1.55243e-05	0.994624	7	1840
逞	39	1.72493e-06	0.999495	0	0
速	6660	0.000294564	0.855769	3	373
造	6098	0.000269708	0.869863	5	737
逡	7	3.09602e-07	0.99992	0	0
逢	430	1.90184e-05	0.993355	0	0
連	34895	0.00154337	0.49335	4	453
逮	5798	0.000256439	0.876945	7	1130
週	11327	0.000500981	0.771359	2	193
進	14349	0.00063464	0.712769	3	329
逸	462	2.04337e-05	0.992862	7	1780
逼	17	7.51891e-07	0.999799	0	0
遁	15	6.63433e-07	0.999821	0	0
遂	1753	7.75332e-05	0.966422	7	1398
遅	13612	0.000602044	0.72761	7	1049
遇	1099	4.86075e-05	0.981185	7	1560
遊	8335	0.000368648	0.82602	3	362
運	14323	0.00063349	0.714036	3	330
遍	472	2.0876e-05	0.992697	7	1775
過	20223	0.000894441	0.64068	5	658
道	22525	0.000996256	0.618843	2	146
達	43426	0.00192068	0.436635	4	450
違	57581	0.00254674	0.348491	7	1009
遙	340	1.50378e-05	0.994761	0	0
遜	167	7.38622e-06	0.997588	7	1982
遠	13778	0.000609386	0.724583	2	176
遡	58	2.56528e-06	0.999216	7	2066
遣	3752	0.000165947	0.921165	7	1213
遥	1748	7.73121e-05	0.966499	0	0
適	2958	0.000130829	0.940806	5	773
遭	3300	0.000145955	0.932689	7	1243
遮	335	1.48167e-05	0.994851	7	1848
遵	16	7.07662e-07	0.999808	7	2114
遷	328	1.45071e-05	0.995011	7	1855
選	14572	0.000644503	0.710857	4	491
遺	11735	0.000519026	0.763221	6	845
遼	850	3.75946e-05	0.985392	0	0
遽	63	2.78642e-06	0.999136	0	0
避	2518	0.000111368	0.950204	7	1306
邀	28	1.23841e-06	0.999664	0	0
邁	47	2.07876e-06	0.999364	0	0
