kanji	count	freq	freq_cum	jouyou	jouyou_pos
一	221837	0.0098116	0.0856154	1	3
丁	3772	0.000166831	0.920333	3	397
七	5686	0.000251485	0.879482	1	71
万	25804	0.00114128	0.574057	2	142
丈	52308	0.00231352	0.382319	7	1011
三	34783	0.00153841	0.494888	1	34
上	96588	0.00427198	0.246166	1	16
下	66921	0.00295984	0.303916	1	21
不	37094	0.00164063	0.480596	4	452
与	5338	0.000236094	0.885072	7	1139
丑	139	6.14782e-06	0.997994	0	0
且	110	4.86518e-06	0.99842	7	2024
世	36975	0.00163536	0.482232	3	266
丘	1330	5.88244e-05	0.975631	7	1482
丙	14	6.19204e-07	0.999842	7	2116
丞	892	3.94522e-05	0.984583	0	0
両	8423	0.00037254	0.824911	3	361
並	4351	0.00019244	0.908706	6	909
中	98114	0.00433947	0.241894	1	15
串	288	1.27379e-05	0.995803	7	1893
丸	9209	0.000407304	0.811904	2	206
丹	3890	0.00017205	0.917955	7	1206
主	26476	0.001171	0.56603	3	288
丼	1373	6.07263e-05	0.975096	7	1476
乃	7336	0.000324463	0.841983	0	0
久	24637	0.00108967	0.589632	5	650
之	11478	0.000507659	0.767833	0	0
乏	1617	7.15181e-05	0.969781	7	1424
乖	3	1.32687e-07	0.999969	0	0
乗	16413	0.000725929	0.687025	3	321
乙	1982	8.76617e-05	0.961228	7	1365
九	4335	0.000191732	0.908897	1	75
乞	231	1.02169e-05	0.996674	7	1932
也	10901	0.000482139	0.77917	0	0
乱	3573	0.00015803	0.926023	6	926
乳	1863	8.23984e-05	0.964194	6	961
乾	4819	0.000213139	0.898445	7	1165
亀	3750	0.000165858	0.921331	7	1214
了	5910	0.000261393	0.873577	7	1126
予	12131	0.000536541	0.755339	3	343
争	4387	0.000194032	0.907355	4	578
事	282112	0.0124775	0.043372	3	241
二	29620	0.00131006	0.536348	1	38
云	34	1.50378e-06	0.999562	0	0
互	3846	0.000170104	0.919324	7	1209
五	9479	0.000419246	0.805712	1	59
井	40121	0.00177451	0.453247	7	1015
亘	492	2.17606e-05	0.992315	0	0
些	129	5.70553e-06	0.998141	0	0
亜	9992	0.000441935	0.795807	7	1073
亞	134	5.92667e-06	0.99806	0	0
亡	13863	0.000613145	0.72214	6	839
亢	12	5.30747e-07	0.999856	0	0
交	9417	0.000416503	0.806545	2	202
亥	125	5.52861e-06	0.998203	0	0
亦	18	7.9612e-07	0.999789	0	0
亨	261	1.15437e-05	0.996251	0	0
享	300	1.32687e-05	0.995597	7	1882
京	22302	0.000986393	0.621807	2	148
亭	1634	7.227e-05	0.969638	7	1422
亮	3548	0.000156924	0.926653	0	0
人	347070	0.0153505	0.0308945	1	1
什	9	3.9806e-07	0.9999	0	0
仁	3645	0.000161214	0.923952	6	921
仄	2	8.84578e-08	0.999988	0	0
仇	561	2.48124e-05	0.990762	0	0
今	185056	0.00818482	0.120277	2	84
介	18849	0.00083367	0.656099	7	1035
仍	1	4.42289e-08	0.999999	0	0
仏	2108	9.32345e-05	0.958876	5	794
仔	64	2.83065e-06	0.999105	0	0
仕	55037	0.00243423	0.36572	3	251
他	14846	0.000656622	0.707605	3	327
仗	3	1.32687e-07	0.999968	0	0
付	34258	0.00151519	0.497935	4	454
仙	2303	0.000101859	0.954877	7	1333
仝	3	1.32687e-07	0.999973	0	0
代	45800	0.00202568	0.420909	3	258
令	3910	0.000172935	0.917266	4	588
以	26884	0.00118905	0.564859	4	463
仮	3094	0.000136844	0.937336	5	770
仰	1402	6.20089e-05	0.974173	7	1467
仲	13915	0.000615445	0.720914	4	495
件	43237	0.00191232	0.438547	5	642
任	24122	0.00106689	0.598248	5	651
企	6495	0.000287267	0.860418	7	1107
伊	12930	0.00057188	0.740435	0	0
伍	52	2.2999e-06	0.999303	0	0
伎	417	1.84434e-05	0.993598	7	1802
伏	2023	8.9475e-05	0.960608	7	1362
伐	285	1.26052e-05	0.995879	7	1896
休	13336	0.000589836	0.729987	1	52
会	101035	0.00446867	0.233133	2	93
伜	110	4.86518e-06	0.998425	0	0
伝	22733	0.00100546	0.616847	4	470
伯	3107	0.000137419	0.936925	7	1255
伴	1434	6.34242e-05	0.973672	7	1463
伶	13	5.74976e-07	0.999854	0	0
伸	3495	0.00015458	0.9279	7	1232
伺	5010	0.000221587	0.892615	7	1155
似	9864	0.000436274	0.798879	5	694
伽	138	6.10359e-06	0.998	0	0
佃	1400	6.19204e-05	0.974297	0	0
但	282	1.24725e-05	0.995929	7	1899
佇	32	1.41532e-06	0.9996	0	0
位	4897	0.000216589	0.8948	4	566
低	5566	0.000246178	0.881966	4	555
住	12581	0.000556444	0.746051	3	340
佐	24576	0.00108697	0.590719	7	1026
佑	897	3.96733e-05	0.984543	0	0
体	42034	0.00185912	0.444147	2	119
何	351445	0.015544	0.015544	2	81
佗	1	4.42289e-08	0.999997	0	0
余	8914	0.000394256	0.81912	5	699
佚	2	8.84578e-08	0.99998	0	0
佛	14	6.19204e-07	0.999841	0	0
作	45284	0.00200286	0.424916	2	117
你	1	4.42289e-08	0.999991	0	0
佩	1	4.42289e-08	0.999993	0	0
佳	6563	0.000290274	0.858689	7	1105
併	1057	4.67499e-05	0.981849	7	1569
佶	1	4.42289e-08	0.999996	0	0
佻	2	8.84578e-08	0.999976	0	0
佾	2	8.84578e-08	0.999988	0	0
使	28252	0.00124955	0.54525	3	283
侃	5	2.21144e-07	0.999944	0	0
來	15	6.63433e-07	0.999825	0	0
侈	1	4.42289e-08	0.999993	0	0
例	9519	0.000421015	0.804451	4	527
侍	1450	6.41319e-05	0.973162	7	1455
侏	2	8.84578e-08	0.999985	0	0
侑	237	1.04822e-05	0.996591	0	0
侘	6	2.65373e-07	0.99994	0	0
供	25669	0.00113531	0.576328	6	828
依	5093	0.000225258	0.890837	7	1148
侠	55	2.43259e-06	0.999263	0	0
価	4834	0.000213802	0.897164	5	749
侮	365	1.61435e-05	0.994355	7	1835
侯	50	2.21144e-06	0.999324	7	2077
侵	1674	7.40392e-05	0.968761	7	1414
侶	157	6.94394e-06	0.997746	7	1987
便	3418	0.000151174	0.929725	4	595
係	24917	0.00110205	0.586342	3	295
促	430	1.90184e-05	0.993336	7	1795
俄	24	1.06149e-06	0.999712	0	0
俊	4361	0.000192882	0.908128	7	1182
俎	16	7.07662e-07	0.999817	0	0
俑	4	1.76916e-07	0.999957	0	0
俗	734	3.2464e-05	0.987689	7	1663
俘	1	4.42289e-08	0.999992	0	0
保	19884	0.000879447	0.642452	5	659
信	44330	0.00196067	0.430838	4	449
俣	493	2.18048e-05	0.992271	0	0
俥	20	8.84578e-07	0.999763	0	0
修	7391	0.000326896	0.840354	5	716
俯	14	6.19204e-07	0.999837	0	0
俳	822	3.63561e-05	0.985873	6	984
俵	298	1.31802e-05	0.995623	5	823
俸	91	4.02483e-06	0.998704	7	2041
俺	134224	0.00593658	0.177172	7	1007
倅	79	3.49408e-06	0.998897	0	0
倉	14211	0.000628537	0.71656	4	493
個	5899	0.000260906	0.874361	5	740
倍	2639	0.00011672	0.947233	3	416
倒	11489	0.000508146	0.767326	7	1060
倖	48	2.12299e-06	0.99935	0	0
候	2608	0.000115349	0.948278	4	611
倚	19	8.40349e-07	0.999778	0	0
借	9549	0.000422342	0.80403	4	526
倣	239	1.05707e-05	0.996559	7	1926
値	5021	0.000222073	0.89195	6	899
倦	46	2.03453e-06	0.999373	0	0
倫	4245	0.000187752	0.910784	7	1189
倭	28	1.23841e-06	0.999663	0	0
倶	215	9.50921e-06	0.996901	0	0
倹	54	2.38836e-06	0.99928	7	2072
假	3	1.32687e-07	0.99997	0	0
偉	4111	0.000181825	0.913555	7	1195
偏	668	2.95449e-05	0.988953	7	1685
偕	5	2.21144e-07	0.999946	0	0
停	2242	9.91612e-05	0.956277	4	618
健	11118	0.000491737	0.773831	4	510
偲	28	1.23841e-06	0.999653	0	0
側	5267	0.000232954	0.88718	4	559
偵	3400	0.000150378	0.929876	7	1238
偶	3419	0.000151219	0.929574	7	1237
偽	4491	0.000198632	0.905193	7	1177
傀	14	6.19204e-07	0.999844	0	0
傅	3	1.32687e-07	0.999973	0	0
傍	505	2.23356e-05	0.992007	7	1757
傑	386	1.70724e-05	0.994005	7	1819
傘	1158	5.12171e-05	0.979388	7	1532
備	11009	0.000486916	0.774809	5	686
催	1155	5.10844e-05	0.979541	7	1535
傭	19	8.40349e-07	0.999767	0	0
傲	199	8.80155e-06	0.997168	7	1960
傳	60	2.65373e-06	0.999184	0	0
債	642	2.83949e-05	0.989299	7	1692
傷	12145	0.00053716	0.754802	6	843
傾	801	3.54273e-05	0.986338	7	1641
僅	405	1.79127e-05	0.993725	7	1809
僉	5	2.21144e-07	0.999949	0	0
働	14171	0.000626768	0.717187	4	494
像	6876	0.000304118	0.850087	5	722
僑	8	3.53831e-07	0.999912	0	0
僕	65057	0.0028774	0.321354	7	1008
僚	1707	7.54987e-05	0.967566	7	1406
僥	10	4.42289e-07	0.999882	0	0
僧	1083	4.78999e-05	0.981377	7	1564
僭	68	3.00756e-06	0.999047	0	0
僵	1	4.42289e-08	0.999999	0	0
僻	12	5.30747e-07	0.999859	0	0
儀	3356	0.000148432	0.931222	7	1240
億	6875	0.000304074	0.850391	4	541
儒	21	9.28807e-07	0.999749	7	2108
儘	1	4.42289e-08	0.999992	0	0
儚	30	1.32687e-06	0.999618	0	0
償	2420	0.000107034	0.952056	7	1318
儡	14	6.19204e-07	0.999844	0	0
優	22968	0.00101585	0.611794	6	830
儲	842	3.72407e-05	0.985542	0	0
允	9	3.9806e-07	0.999903	0	0
元	28248	0.00124938	0.546499	2	138
兄	19881	0.000879315	0.643331	2	152
充	1403	6.20531e-05	0.974111	7	1466
兆	507	2.2424e-05	0.99194	4	638
兇	1	4.42289e-08	0.999999	0	0
先	129450	0.00572543	0.182897	1	10
光	12164	0.000538	0.753728	2	186
克	1230	5.44015e-05	0.97785	7	1510
兌	3	1.32687e-07	0.999975	0	0
免	2396	0.000105972	0.9528	7	1321
兎	288	1.27379e-05	0.995816	0	0
児	6241	0.000276032	0.866603	4	546
兔	4	1.76916e-07	0.999955	0	0
党	1815	8.02754e-05	0.964846	6	963
兜	107	4.73249e-06	0.998473	0	0
入	81501	0.0036047	0.261283	1	17
全	62879	0.00278107	0.332569	3	249
兪	3	1.32687e-07	0.99997	0	0
八	9083	0.000401731	0.81514	1	60
公	14796	0.000654411	0.708915	2	171
六	3543	0.000156703	0.926966	1	77
共	6466	0.000285984	0.860991	4	545
兵	9995	0.000442068	0.795365	4	518
其	74	3.27294e-06	0.998971	0	0
具	6138	0.000271477	0.867968	3	379
典	3038	0.000134367	0.938691	4	608
兼	1199	5.30304e-05	0.978708	7	1521
冀	2	8.84578e-08	0.999979	0	0
内	35414	0.00156632	0.491806	2	129
円	16259	0.000719118	0.688469	1	49
冊	733	3.24198e-05	0.987722	6	989
再	8758	0.000387357	0.822641	5	705
冑	64	2.83065e-06	0.999108	0	0
冒	646	2.85719e-05	0.989214	7	1690
冗	4655	0.000205885	0.901371	7	1170
写	12527	0.000554055	0.748269	3	341
冠	970	4.2902e-05	0.983472	7	1594
冤	716	3.16679e-05	0.987977	0	0
冥	137	6.05936e-06	0.998012	7	2002
冨	573	2.53432e-05	0.990637	0	0
冬	4589	0.000202966	0.902188	2	227
冰	1	4.42289e-08	0.999998	0	0
冲	23	1.01726e-06	0.99973	0	0
决	1	4.42289e-08	0.999991	0	0
冴	2067	9.14211e-05	0.959615	0	0
冶	51	2.25567e-06	0.999315	7	2076
冷	7342	0.000324728	0.841658	4	537
凄	213	9.42075e-06	0.996939	7	1945
准	389	1.7205e-05	0.993971	7	1817
凉	22	9.73036e-07	0.999742	0	0
凋	6	2.65373e-07	0.999934	0	0
凌	174	7.69583e-06	0.997498	0	0
凍	912	4.03367e-05	0.984383	7	1610
凛	1571	6.94836e-05	0.970833	0	0
凜	624	2.75988e-05	0.989551	0	0
凝	528	2.33529e-05	0.991459	7	1742
几	85	3.75946e-06	0.998783	0	0
凡	589	2.60508e-05	0.990354	7	1718
処	6200	0.000274219	0.866877	6	882
凧	65	2.87488e-06	0.999091	0	0
凩	1	4.42289e-08	0.999991	0	0
凪	495	2.18933e-05	0.992227	0	0
凭	1	4.42289e-08	0.999994	0	0
凰	42	1.85761e-06	0.999429	0	0
凱	61	2.69796e-06	0.999158	0	0
凶	2706	0.000119683	0.945455	7	1286
凸	56	2.47682e-06	0.999239	7	2069
凹	71	3.14025e-06	0.999013	7	2056
出	165004	0.00729794	0.158206	1	8
函	134	5.92667e-06	0.998054	0	0
刀	3043	0.000134589	0.938422	2	235
刃	1196	5.28978e-05	0.978761	7	1522
分	184153	0.00814488	0.128422	2	85
切	40721	0.00180104	0.451472	2	120
刈	345	1.5259e-05	0.994671	7	1842
刊	1890	8.35926e-05	0.963197	5	801
刎	3	1.32687e-07	0.999972	0	0
刑	17109	0.000756712	0.675174	7	1038
列	1720	7.60737e-05	0.967339	3	429
初	28172	0.00124602	0.547745	4	458
判	13291	0.000587846	0.732341	5	674
別	33507	0.00148198	0.506893	4	456
利	17450	0.000771794	0.672128	4	481
刮	4	1.76916e-07	0.999952	0	0
到	2706	0.000119683	0.945335	7	1285
刳	1	4.42289e-08	0.999992	0	0
制	5337	0.00023605	0.885308	5	745
刷	723	3.19775e-05	0.98785	4	636
券	1418	6.27166e-05	0.973987	5	808
刹	40	1.76916e-06	0.999478	7	2084
刺	5949	0.000263118	0.872792	7	1124
刻	6109	0.000270194	0.869593	6	885
剃	102	4.51135e-06	0.998551	0	0
則	2600	0.000114995	0.948393	5	779
削	1582	6.99701e-05	0.970276	7	1428
剋	11	4.86518e-07	0.999868	0	0
前	193796	0.00857138	0.112093	2	83
剖	1767	7.81524e-05	0.966111	7	1395
剛	1925	8.51406e-05	0.962435	7	1370
剝	0	0.0	1.0	7	2135
剣	3424	0.00015144	0.929272	7	1236
剤	2194	9.70382e-05	0.957258	7	1344
剥	778	3.44101e-05	0.986825	0	0
剪	44	1.94607e-06	0.999399	0	0
副	3968	0.0001755	0.915875	4	587
剰	339	1.49936e-05	0.994776	7	1845
剱	4	1.76916e-07	0.999963	0	0
割	6551	0.000289743	0.859269	6	877
創	1776	7.85505e-05	0.965719	6	965
劃	4	1.76916e-07	0.99996	0	0
劇	2150	9.50921e-05	0.958217	6	954
劉	141	6.23627e-06	0.997975	0	0
劍	1	4.42289e-08	0.99999	0	0
劔	1	4.42289e-08	0.999996	0	0
力	36167	0.00159963	0.48708	1	33
功	4842	0.000214156	0.896522	4	569
加	22177	0.000980864	0.624754	4	471
劣	707	3.12698e-05	0.98804	7	1668
助	31347	0.00138644	0.525469	3	277
努	2508	0.000110926	0.950426	4	614
劫	64	2.83065e-06	0.999122	0	0
励	1396	6.17435e-05	0.974545	7	1471
労	9976	0.000441227	0.79669	4	519
効	4516	0.000199738	0.903998	5	754
劾	12	5.30747e-07	0.999864	7	2117
勁	2	8.84578e-08	0.999976	0	0
勃	103	4.55558e-06	0.998533	7	2032
勅	600	2.65373e-05	0.990066	7	1710
勇	4969	0.000219773	0.893277	4	564
勉	7251	0.000320704	0.842304	3	368
動	37354	0.00165213	0.477312	3	265
勘	7026	0.000310752	0.846713	7	1096
務	22211	0.000982368	0.623773	5	653
勝	32816	0.00145142	0.511295	3	272
募	1759	7.77986e-05	0.966266	7	1396
勢	6278	0.000277669	0.865219	5	736
勤	5886	0.000260331	0.874621	6	886
勧	1200	5.30747e-05	0.978655	7	1520
勲	466	2.06107e-05	0.992759	7	1777
勺	0	0.0	1.0	0	0
勾	168	7.43045e-06	0.997566	7	1980
勿	29	1.28264e-06	0.999644	0	0
匁	34	1.50378e-06	0.999566	0	0
匂	1571	6.94836e-05	0.970694	7	1433
包	2267	0.000100267	0.955381	4	617
匍	1	4.42289e-08	0.999996	0	0
匐	1	4.42289e-08	0.999996	0	0
匕	30	1.32687e-06	0.999621	0	0
化	10958	0.00048466	0.777238	3	349
北	12514	0.00055348	0.748823	2	182
匙	42	1.85761e-06	0.999418	0	0
匠	2964	0.000131094	0.940544	7	1267
匡	220	9.73036e-06	0.996843	0	0
匣	64	2.83065e-06	0.999125	0	0
匪	2	8.84578e-08	0.999983	0	0
匹	1182	5.22785e-05	0.979129	7	1528
区	3581	0.000158384	0.925231	3	402
医	23526	0.00104053	0.604596	3	301
匿	474	2.09645e-05	0.992677	7	1774
十	11893	0.000526014	0.759044	1	56
千	22248	0.000984004	0.622791	1	43
升	594	2.6272e-05	0.990224	7	1713
午	4003	0.000177048	0.915169	2	231
半	11911	0.00052681	0.757991	2	189
卍	29	1.28264e-06	0.999645	0	0
卑	1123	4.9669e-05	0.980597	7	1552
卒	3820	0.000168954	0.919662	4	589
卓	1372	6.0682e-05	0.975156	7	1477
協	6558	0.000290053	0.858979	4	544
南	9272	0.00041009	0.81027	2	205
単	10441	0.000461794	0.78861	4	515
博	3188	0.000141002	0.934842	4	603
卜	33	1.45955e-06	0.999593	0	0
占	2011	8.89443e-05	0.960965	7	1364
卦	42	1.85761e-06	0.999433	0	0
卯	171	7.56314e-06	0.997521	0	0
印	3371	0.000149096	0.930924	4	597
危	11216	0.000496071	0.772351	6	847
即	1327	5.86917e-05	0.975807	7	1484
却	1074	4.75018e-05	0.981472	7	1566
卵	2358	0.000104292	0.953848	6	951
卸	202	8.93424e-06	0.997124	7	1957
卿	249	1.1013e-05	0.996441	0	0
厄	947	4.18848e-05	0.98381	7	1602
厓	6	2.65373e-07	0.999936	0	0
厘	172	7.60737e-06	0.997513	7	1979
厚	2020	8.93424e-05	0.960697	5	796
原	40062	0.0017719	0.455018	2	121
厠	100	4.42289e-06	0.998582	0	0
厨	517	2.28663e-05	0.991713	0	0
厩	35	1.54801e-06	0.99955	0	0
厭	11	4.86518e-07	0.999871	0	0
厳	4258	0.000188327	0.910408	6	911
去	9060	0.000400714	0.815942	3	358
参	10947	0.000484174	0.777722	4	512
又	1497	6.62106e-05	0.972253	7	1449
叉	43	1.90184e-06	0.99941	0	0
及	2682	0.000118622	0.946527	7	1291
友	21202	0.000937741	0.634304	2	149
双	1393	6.16108e-05	0.974606	7	1472
反	10613	0.000469401	0.786286	3	350
収	7567	0.00033468	0.837715	6	868
叔	2239	9.90285e-05	0.956574	7	1341
取	59955	0.00265174	0.343386	3	250
受	27692	0.00122479	0.556392	3	286
叙	38	1.6807e-06	0.999509	7	2085
叛	1	4.42289e-08	0.999996	0	0
叟	1	4.42289e-08	0.999999	0	0
叡	167	7.38622e-06	0.997603	0	0
叢	23	1.01726e-06	0.999723	0	0
口	31198	0.00137985	0.531	1	37
古	12736	0.000563299	0.742698	2	180
句	3085	0.000136446	0.937609	5	771
叩	1413	6.24954e-05	0.974049	0	0
只	496	2.19375e-05	0.992206	0	0
叫	1568	6.93509e-05	0.970903	7	1434
召	2119	9.3721e-05	0.958783	7	1351
叭	1	4.42289e-08	0.999989	0	0
可	15349	0.000678869	0.698929	5	666
台	7220	0.000319333	0.842623	2	212
叱	1006	4.44943e-05	0.983079	0	0
史	4225	0.000186867	0.911346	4	582
右	7803	0.000345118	0.834993	1	65
叶	1072	4.74134e-05	0.98152	0	0
号	6496	0.000287311	0.859844	3	376
司	11969	0.000529376	0.757464	4	502
吃	8	3.53831e-07	0.999908	0	0
各	2107	9.31903e-05	0.958969	4	620
合	78515	0.00347263	0.275387	2	97
吉	24825	0.00109798	0.588542	7	1025
吊	258	1.14111e-05	0.996274	0	0
同	57843	0.00255833	0.345945	2	107
名	41646	0.00184196	0.447845	1	32
后	46	2.03453e-06	0.999387	6	1005
吏	80	3.53831e-06	0.998866	7	2047
吐	2201	9.73478e-05	0.956967	7	1342
向	27974	0.00123726	0.55271	3	284
君	101262	0.00447871	0.228664	3	242
吟	189	8.35926e-06	0.997279	7	1966
吠	515	2.27779e-05	0.991827	0	0
否	2930	0.000129591	0.941587	6	939
含	1699	7.51449e-05	0.967867	7	1407
吸	4497	0.000198897	0.904994	6	906
吹	4167	0.000184302	0.912458	7	1192
吻	251	1.11015e-05	0.996408	0	0
吽	1	4.42289e-08	0.999993	0	0
吾	6431	0.000284436	0.862129	0	0
呂	3807	0.000168379	0.919831	7	1211
呆	135	5.9709e-06	0.998024	0	0
呈	130	5.74976e-06	0.998112	7	2008
呉	535	2.36625e-05	0.991365	7	1739
告	15062	0.000666176	0.704303	4	487
呑	97	4.2902e-06	0.99863	0	0
呟	17	7.51891e-07	0.9998	0	0
周	6940	0.000306948	0.848258	4	540
呪	1769	7.82409e-05	0.966033	7	1394
呰	30	1.32687e-06	0.999625	0	0
味	33728	0.00149175	0.502439	3	270
呵	96	4.24597e-06	0.998647	0	0
呻	8	3.53831e-07	0.999907	0	0
呼	22935	0.00101439	0.613824	6	831
命	27490	0.00121585	0.560049	3	287
咀	5	2.21144e-07	0.999944	0	0
咄	7	3.09602e-07	0.999916	0	0
咆	33	1.45955e-06	0.99959	0	0
和	24022	0.00106247	0.60144	3	299
咎	169	7.47468e-06	0.997551	0	0
咤	25	1.10572e-06	0.999693	0	0
咫	1	4.42289e-08	0.999995	0	0
咬	16	7.07662e-07	0.99981	0	0
咲	8923	0.000394654	0.818726	7	1087
咳	938	4.14867e-05	0.983893	0	0
咸	11	4.86518e-07	0.999878	0	0
咽	281	1.24283e-05	0.995954	7	1900
咾	1	4.42289e-08	0.999995	0	0
哀	810	3.58254e-05	0.986053	7	1637
品	15285	0.000676039	0.700283	3	324
哄	1	4.42289e-08	0.999994	0	0
哉	1567	6.93067e-05	0.970972	0	0
員	38099	0.00168508	0.47566	3	264
哨	23	1.01726e-06	0.999727	0	0
哩	8	3.53831e-07	0.999913	0	0
哭	9	3.9806e-07	0.999903	0	0
哮	33	1.45955e-06	0.999591	0	0
哲	1508	6.66972e-05	0.972054	7	1446
哺	47	2.07876e-06	0.99936	7	2078
唄	624	2.75988e-05	0.989578	7	1699
唆	240	1.06149e-05	0.996538	7	1925
唇	382	1.68954e-05	0.994073	7	1821
唐	1041	4.60423e-05	0.98222	7	1576
唖	2	8.84578e-08	0.999976	0	0
唯	2698	0.00011933	0.945933	7	1287
唱	1070	4.73249e-05	0.981567	4	631
唸	13	5.74976e-07	0.999849	0	0
唾	234	1.03496e-05	0.996653	7	1930
啄	83	3.671e-06	0.998812	0	0
商	9832	0.000434858	0.799314	3	352
問	23032	0.00101868	0.610778	3	303
啓	1920	8.49195e-05	0.962605	7	1372
啖	29	1.28264e-06	0.999636	0	0
啼	4	1.76916e-07	0.999955	0	0
喀	25	1.10572e-06	0.999701	0	0
喃	8	3.53831e-07	0.999915	0	0
善	3397	0.000150246	0.930176	6	928
喇	1	4.42289e-08	0.999989	0	0
喉	666	2.94564e-05	0.989012	7	1686
喊	23	1.01726e-06	0.999726	0	0
喋	750	3.31717e-05	0.98733	0	0
喘	105	4.64403e-06	0.998496	0	0
喙	1	4.42289e-08	0.999994	0	0
喚	184	8.13812e-06	0.997402	7	1974
喜	11590	0.000512613	0.765288	4	506
喝	499	2.20702e-05	0.992118	7	1761
喧	579	2.56085e-05	0.990535	0	0
喩	33	1.45955e-06	0.999584	7	2092
喪	611	2.70239e-05	0.989879	7	1708
喫	1134	5.01556e-05	0.980149	7	1544
喬	130	5.74976e-06	0.998118	0	0
單	1	4.42289e-08	0.999991	0	0
喰	196	8.66886e-06	0.997177	0	0
営	8113	0.000358829	0.831116	5	711
嗄	1	4.42289e-08	0.999991	0	0
嗅	1204	5.32516e-05	0.978549	7	1518
嗚	286	1.26495e-05	0.995828	0	0
嗜	51	2.25567e-06	0.999312	0	0
嗟	5	2.21144e-07	0.999943	0	0
嗣	116	5.13055e-06	0.998315	7	2017
嗤	2	8.84578e-08	0.999982	0	0
嘆	519	2.29548e-05	0.991621	7	1747
嘉	1254	5.5463e-05	0.977465	0	0
嘔	91	4.02483e-06	0.998708	0	0
嘗	19	8.40349e-07	0.999776	0	0
嘘	13021	0.000575904	0.736993	0	0
嘩	538	2.37951e-05	0.991199	0	0
嘯	1	4.42289e-08	0.999989	0	0
嘱	132	5.83821e-06	0.998083	7	2006
嘲	21	9.28807e-07	0.999745	7	2106
嘴	20	8.84578e-07	0.999766	0	0
嘶	1	4.42289e-08	0.999993	0	0
噂	4118	0.000182135	0.913191	0	0
噌	864	3.82138e-05	0.985203	0	0
噛	558	2.46797e-05	0.990787	0	0
噤	2	8.84578e-08	0.999984	0	0
器	9550	0.000422386	0.803608	4	525
噪	5	2.21144e-07	0.999947	0	0
噫	3	1.32687e-07	0.999969	0	0
噴	315	1.39321e-05	0.995339	7	1869
噺	280	1.23841e-05	0.995979	0	0
嚇	91	4.02483e-06	0.9987	7	2040
嚙	1	4.42289e-08	0.999999	0	0
嚢	107	4.73249e-06	0.998458	0	0
嚥	34	1.50378e-06	0.999563	0	0
嚴	1	4.42289e-08	0.99999	0	0
嚼	5	2.21144e-07	0.999944	0	0
囁	15	6.63433e-07	0.999819	0	0
囂	1	4.42289e-08	1.0	0	0
囃	183	8.09389e-06	0.997419	0	0
囗	2	8.84578e-08	0.999986	0	0
囘	1	4.42289e-08	0.999993	0	0
囚	452	1.99915e-05	0.993003	7	1784
四	5133	0.000227027	0.889933	1	73
回	45315	0.00200423	0.422913	2	116
因	5875	0.000259845	0.874881	5	741
団	7693	0.000340253	0.836704	5	715
囮	29	1.28264e-06	0.999634	0	0
困	10575	0.00046772	0.787221	6	852
囲	3615	0.000159887	0.924755	4	593
図	4917	0.000217473	0.894149	2	224
固	3159	0.000139719	0.935543	4	604
国	27560	0.00121895	0.558833	2	141
圀	42	1.85761e-06	0.999431	0	0
圃	11	4.86518e-07	0.999878	0	0
國	516	2.28221e-05	0.991804	0	0
圏	300	1.32687e-05	0.99557	7	1880
園	15113	0.000668431	0.70297	2	170
圓	33	1.45955e-06	0.999597	0	0
圖	3	1.32687e-07	0.999975	0	0
團	37	1.63647e-06	0.999529	0	0
土	13031	0.000576347	0.736417	1	54
圧	3624	0.000160285	0.924435	5	762
在	9895	0.000437645	0.798006	5	693
圭	4487	0.000198455	0.905391	0	0
地	28720	0.00127025	0.541477	2	137
圳	2	8.84578e-08	0.999979	0	0
址	2	8.84578e-08	0.999982	0	0
坂	14993	0.000663124	0.705631	3	326
均	550	2.43259e-05	0.990983	5	820
坊	4923	0.000217739	0.893932	7	1158
坐	6	2.65373e-07	0.999933	0	0
坑	395	1.74704e-05	0.993902	7	1814
坤	3	1.32687e-07	0.999965	0	0
坦	11	4.86518e-07	0.999867	0	0
坩	1	4.42289e-08	0.999994	0	0
坪	770	3.40562e-05	0.986928	7	1650
垂	558	2.46797e-05	0.990836	6	997
型	3334	0.000147459	0.931517	4	598
垓	49	2.16722e-06	0.999332	0	0
垢	165	7.29777e-06	0.997639	0	0
垣	2243	9.92054e-05	0.956178	7	1339
埃	28	1.23841e-06	0.999654	0	0
埋	2087	9.23057e-05	0.95934	7	1354
城	16437	0.00072699	0.686299	6	836
埒	73	3.22871e-06	0.998984	0	0
埜	84	3.71523e-06	0.998798	0	0
域	1487	6.57684e-05	0.97245	6	971
埠	114	5.04209e-06	0.998361	0	0
埴	47	2.07876e-06	0.999371	0	0
執	3579	0.000158295	0.925706	7	1225
培	313	1.38436e-05	0.995366	7	1871
基	3739	0.000165372	0.921497	5	760
埼	378	1.67185e-05	0.994207	7	1829
堀	3726	0.000164797	0.921991	7	1216
堂	9661	0.000427295	0.802337	4	524
堅	1156	5.11286e-05	0.97949	7	1534
堆	16	7.07662e-07	0.999807	7	2113
堕	154	6.81125e-06	0.99776	7	1988
堝	1	4.42289e-08	0.999994	0	0
堡	9	3.9806e-07	0.999904	0	0
堤	552	2.44143e-05	0.990934	7	1731
堪	706	3.12256e-05	0.988102	7	1670
堯	1	4.42289e-08	0.999991	0	0
堰	25	1.10572e-06	0.999695	0	0
報	21722	0.00096074	0.628614	5	654
